rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,m,lpuke,alderman,2614,h,NA
rec-000-org,m,luke,alderman,2614,h,5
rec-001-dup-0,m,nicholas,petersten,2617,NA,3
rec-001-org,m,nicholas,petersen,2617,f,3
rec-002-dup-0,f,tara,armfield,2612,f,NA
rec-002-org,f,tara,armfield,2612,g,2
rec-003-dup-0,f,phoebe,crovch,2615,f,7
rec-003-org,f,phoebe,crouch,2615,g,7
rec-004-dup-0,m,harrison,quilliam,2607,NA,5
rec-004-org,m,harrison,quilliam,2607,d,6
rec-005-dup-0,f,lavra,clarfe,2913,f,5
rec-005-org,f,laura,clarke,2913,f,5
rec-006-dup-0,f,tahl'la,primosich,2903,j,5
rec-006-org,f,tahlia,primozich,2903,j,5
rec-007-dup-0,f,alivia,reit,2605,d,4
rec-007-org,f,alivia,reid,2605,s,4
rec-008-dup-0,f,asha,dixosn,2902,s,6
rec-008-org,f,asha,dixon,2902,s,5
rec-009-dup-0,f,neneh,doodyb,2607,f,6
rec-009-org,f,neneh,doody,2607,f,7
rec-010-dup-0,f,danielza,forwood,2906,a,4
rec-010-org,f,daniella,forwood,2906,s,4
rec-011-dup-0,m,antin,flockhart,2905,f,NA
rec-011-org,m,anton,flockhart,2905,f,3
rec-012-dup-0,f,bri9ett,krisvoshev,2905,NA,5
rec-012-org,f,brigette,krisvoshev,2905,f,5
rec-013-dup-0,m,tot,serafin,2905,g,5
rec-013-org,m,todd,serafin,2905,f,5
rec-014-dup-0,f,matilda,bishop,2602,NA,NA
rec-014-org,f,matilda,bishop,2602,s,4
rec-015-dup-0,m,lukos,mcmullen,2905,f,2
rec-015-org,m,lukas,mcmullen,2905,g,2
rec-016-dup-0,f,alawa,noble,2603,d,1
rec-016-org,f,alana,noble,2603,f,1
rec-017-dup-0,f,loreri,white,2905,NA,2
rec-017-org,f,lauren,white,2905,g,2
rec-018-dup-0,f,sarah,white,2606,NA,2
rec-018-org,f,sarah,white,2606,d,3
rec-019-dup-0,f,shantal,shuahvilile,2617,j,NA
rec-019-org,f,shantal,shurville,2617,j,5
