rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,m,phoeniqx,morrison,2614,h,8
rec-000-org,m,phoenix,morrison,2614,h,8
rec-001-dup-0,f,giorgia,statton,2612,s,8
rec-001-org,f,giorgia,statton,2612,a,8
rec-002-dup-0,m,ton,cymbl,2614,h,7
rec-002-org,m,tom,cymbl,2614,h,7
rec-003-dup-0,m,wilmiam,clarke,2600,f,2
rec-003-org,m,william,clarke,2600,f,2
rec-004-dup-0,m,jacbk,leaver,2607,d,1
rec-004-org,m,jack,leaver,2607,d,1
rec-005-dup-0,f,alexandra,priest,2906,j,3
rec-005-org,f,alexandra,priest,2906,j,2
rec-006-dup-0,m,sebastisn,bishop,2615,h,2
rec-006-org,m,sebastian,bishop,2615,h,2
rec-007-dup-0,m,jamie,chamalaun,2615,h,1
rec-007-org,m,jamie,chamalaun,2615,g,1
rec-008-dup-0,m,lachlan,leung,2617,f,6
rec-008-org,m,lachlan,leung,2617,d,6
rec-009-dup-0,f,sophie,michail,2604,d,2
rec-009-org,f,sophie,michail,2604,d,3
rec-010-dup-0,f,tylah,haeusker,2615,j,8
rec-010-org,f,tylah,haeusler,2615,j,8
rec-011-dup-0,m,iai,green,2615,f,2
rec-011-org,m,iain,green,2615,f,2
rec-012-dup-0,m,braedon,lukeman,2605,NA,5
rec-012-org,m,braedon,lukeman,2605,d,5
rec-013-dup-0,m,mattheo,mason,2602,NA,1
rec-013-org,m,mattheo,mason,2602,g,1
rec-014-dup-0,m,lucke,pighin,2902,a,8
rec-014-org,m,luke,pighin,2902,a,8
rec-015-dup-0,f,keorgia,beadle,2614,a,6
rec-015-org,f,georgia,beadle,2614,a,6
rec-016-dup-0,f,cassandra,hem,2905,NA,5
rec-016-org,f,cassandra,hem,2905,s,5
rec-017-dup-0,m,max,milburn,2902,a,NA
rec-017-org,m,max,milburn,2902,a,6
rec-018-dup-0,f,victoria,boas,2615,g,4
rec-018-org,f,victoria,boss,2615,g,4
rec-019-dup-0,f,sophie,mcneill,2611,f,NA
rec-019-org,f,sophie,mcneill,2611,f,2
rec-020-dup-0,f,shelbu,ablamowicz,2601,g,8
rec-020-org,f,shelby,ablamowicz,2601,g,8
rec-021-dup-0,f,caitlin,pedersen-jones,2617,f,NA
rec-021-org,f,caitlin,pedersen-jones,2617,f,1
rec-022-dup-0,m,lachlan,fenwik,2615,g,2
rec-022-org,m,lachlan,fenwick,2615,g,2
rec-023-dup-0,m,harrison,le lievre,2602,d,2
rec-023-org,m,harrison,le lievre,2602,d,1
rec-024-dup-0,m,rhys,blacl<ney,2611,g,7
rec-024-org,m,rhys,blackney,2611,g,7
rec-025-dup-0,f,nicole,bullock,2606,d,5
rec-025-org,f,nicole,bullock,2606,d,6
rec-026-dup-0,f,katherine,deackin,2617,g,2
rec-026-org,f,katherine,deakin,2617,g,2
rec-027-dup-0,f,olivia,donaldson,2903,NA,2
rec-027-org,f,olivia,donaldson,2903,d,2
rec-028-dup-0,m,finn,georgfe,2913,s,2
rec-028-org,m,finn,george,2913,s,2
rec-029-dup-0,m,matythew,green,2603,d,3
rec-029-org,m,matthew,green,2603,d,3
rec-030-dup-0,m,timoty,probets,2612,h,6
rec-030-org,m,timothy,probets,2612,h,6
rec-031-dup-0,m,alexander,clarke,2600,j,NA
rec-031-org,m,alexander,clarke,2600,j,1
rec-032-dup-0,f,emma,bollem,2602,a,6
rec-032-org,f,emma,bollen,2602,a,6
rec-033-dup-0,f,millie,godfrey,2617,NA,4
rec-033-org,f,millie,godfrey,2617,a,4
rec-034-dup-0,m,alexander,la palombara,2900,k,NA
rec-034-org,m,alexander,la palombara,2900,k,2
rec-035-dup-0,f,emma,goldsorthy,2607,g,3
rec-035-org,f,emma,goldsworthy,2607,g,3
rec-036-dup-0,f,georgia,scerri,2615,d,4
rec-036-org,f,georgia,scerri,2615,d,5
rec-037-dup-0,f,erin,powerman,2615,f,2
rec-037-org,f,erin,bowerman,2615,f,2
rec-038-dup-0,f,caitlin,de angelis,2902,g,6
rec-038-org,f,caitlin,de angelis,2902,g,5
rec-039-dup-0,m,dynan,mormina,2904,s,5
rec-039-org,m,tynan,mormina,2904,s,5
rec-040-dup-0,m,jared,condo,2905,s,2
rec-040-org,m,jared,condo,2905,d,2
rec-041-dup-0,m,william,white,2905,NA,5
rec-041-org,m,william,white,2905,f,5
rec-042-dup-0,f,ind:a,labrin,2617,a,8
rec-042-org,f,india,labrin,2617,a,8
rec-043-dup-0,f,karli,mounve,2615,a,6
rec-043-org,f,karli,mounce,2615,a,6
rec-044-dup-0,f,riatalie,bishop,2602,s,4
rec-044-org,f,natalie,bishop,2602,s,4
rec-045-dup-0,m,jaidem,crosswell,2905,j,5
rec-045-org,m,jaiden,crosswell,2905,j,5
rec-046-dup-0,f,jade,pascoe,2903,j,7
rec-046-org,f,jade,pascoe,2903,h,7
rec-047-dup-0,f,brbanna,white,2902,g,1
rec-047-org,f,brianna,white,2902,g,1
rec-048-dup-0,f,ruby,mcneill,2600,NA,2
rec-048-org,f,ruby,mcneill,2600,d,2
rec-049-dup-0,f,xani,croucb,2602,h,6
rec-049-org,f,xani,crouch,2602,h,6
rec-050-dup-0,f,biancja,dicamillo,2614,s,5
rec-050-org,f,bianca,dicamillo,2614,s,5
rec-051-dup-0,m,timothy,braunack,2905,f,NA
rec-051-org,m,timothy,braunack,2905,f,2
rec-052-dup-0,m,campbell,rasix,2615,f,4
rec-052-org,m,campbell,rasic,2615,f,4
rec-053-dup-0,m,zarie,pirog,2617,s,3
rec-053-org,m,zane,pirog,2617,s,3
rec-054-dup-0,m,lewis,green,2617,g,NA
rec-054-org,m,lewis,green,2617,g,4
rec-055-dup-0,f,phoebe,braunac1<,2611,g,5
rec-055-org,f,phoebe,braunack,2611,g,5
rec-056-dup-0,f,macy,mcbryde,2900,s,3
rec-056-org,f,macey,mcbryde,2900,s,3
rec-057-dup-0,f,chloe,tolemtn,2604,g,4
rec-057-org,f,chloe,toleman,2604,g,4
rec-058-dup-0,f,takara,stanley,2605,h,NA
rec-058-org,f,takara,stanley,2605,h,2
rec-059-dup-0,f,georgia,laverti,2602,f,1
rec-059-org,f,georgia,laverty,2602,f,1
rec-060-dup-0,m,noa,pulford,2902,s,3
rec-060-org,m,noah,pulford,2902,s,3
rec-061-dup-0,m,grayson,lowe,2603,NA,7
rec-061-org,m,grayson,lowe,2603,g,7
rec-062-dup-0,f,eliza,kulikovsky,2607,k,NA
rec-062-org,f,eliza,kulikovsky,2607,k,6
rec-063-dup-0,m,joel,guymer,2905,NA,8
rec-063-org,m,joel,guymer,2905,h,8
rec-064-dup-0,m,kyle,nguyen,2617,g,2
rec-064-org,m,kyle,nguyen,2617,g,3
rec-065-dup-0,f,holy,bansemer,2905,g,2
rec-065-org,f,holly,bansemer,2905,g,2
rec-066-dup-0,f,teagan,jessup,2904,h,8
rec-066-org,f,teagan,jessup,2904,g,8
rec-067-dup-0,f,evangelia,andrysz,2903,d,2
rec-067-org,f,evangelia,andrysz,2903,f,2
rec-068-dup-0,f,sarah,ogston,2615,NA,2
rec-068-org,f,sarah,ogston,2615,d,2
rec-069-dup-0,m,alex,berry,2906,g,NA
rec-069-org,m,alex,berry,2906,g,2
rec-070-dup-0,m,ewan,cording|ey,2617,s,8
rec-070-org,m,ewan,cordingley,2617,s,8
rec-071-dup-0,f,alexandra,laning,2905,s,3
rec-071-org,f,alexandra,laning,2905,s,4
rec-072-dup-0,f,alana,bergamashi,2602,s,2
rec-072-org,f,alana,bergamaschi,2602,s,2
rec-073-dup-0,m,lawson,raria,2617,a,8
rec-073-org,m,lawson,rana,2617,a,8
rec-074-dup-0,f,talia,gaden,2602,h,5
