rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,jacita,kumpus,2607,NA,8
rec-000-org,f,jacinta,kumpus,2607,f,8
rec-001-dup-0,m,oliger,trapnell,2602,s,3
rec-001-org,m,oliver,trapnell,2602,a,3
rec-002-dup-0,m,jaeob,vincent,2614,d,NA
rec-002-org,m,jacob,vincent,2614,d,2
rec-003-dup-0,m,benjamin,tumuid,2615,g,5
rec-003-org,m,benjamin,dumuid,2615,g,4
rec-004-dup-0,m,calwb,minh,2905,NA,3
rec-004-org,m,caleb,minh,2905,s,3
rec-005-dup-0,m,dominic,kinkorn,2604,g,6
rec-005-org,m,dominic,kinghorn,2604,g,5
rec-006-dup-0,m,henry,frahn,2913,NA,2
rec-006-org,m,henry,frahn,2913,d,1
rec-007-dup-0,m,andre,mason,2906,a,5
rec-007-org,m,andrew,mason,2906,a,6
rec-008-dup-0,m,brasley,laverty,2603,s,2
rec-008-org,m,bradley,laverty,2603,d,2
rec-009-dup-0,f,lilv,pendergrast,2902,g,2
rec-009-org,f,lily,pendergrast,2902,g,1
rec-010-dup-0,m,konstantinos,jaric,2904,NA,NA
rec-010-org,m,konstantinos,jaric,2904,g,1
rec-011-dup-0,m,lels,berry,2603,s,4
rec-011-org,m,lewis,berry,2603,d,4
rec-012-dup-0,f,jacqbeline,clarke,2906,NA,8
rec-012-org,f,jacqueline,clarke,2906,d,8
rec-013-dup-0,m,hayden,liddy,2620,NA,3
rec-013-org,m,hayden,liddy,2620,d,2
rec-014-dup-0,f,rupy,boys,2607,g,4
rec-014-org,f,ruby,boyes,2607,g,4
rec-015-dup-0,f,april,vanrijtoven,2614,NA,6
rec-015-org,f,april,vanrijthoven,2614,d,6
rec-016-dup-0,f,paihw,morrison,2604,h,5
rec-016-org,f,paige,morrison,2604,g,5
rec-017-dup-0,f,lily,denelli5,2615,NA,1
rec-017-org,f,lily,denellis,2615,f,1
rec-018-dup-0,m,kyief,green,2617,NA,5
rec-018-org,m,kyle,green,2617,f,5
rec-019-dup-0,f,marianne,waaser,2902,d,4
rec-019-org,f,marianne,wasser,2902,d,5
rec-020-dup-0,m,izac,beazley,2617,NA,4
rec-020-org,m,izaac,beazley,2617,g,4
rec-021-dup-0,m,jack,nguten,2604,f,4
rec-021-org,m,jack,nguyen,2604,f,5
rec-022-dup-0,m,zarran,tuckwekl,2902,s,NA
rec-022-org,m,zarran,tuckwell,2902,s,1
rec-023-dup-0,m,branton,gibbett,2906,NA,7
rec-023-org,m,brandon,gibbett,2906,f,7
rec-024-dup-0,f,holly,prade1a,2602,NA,3
rec-024-org,f,holly,pradela,2602,g,3
rec-025-dup-0,m,charlie,shepherd,2617,NA,NA
rec-025-org,m,charlie,shepherd,2617,d,7
rec-026-dup-0,f,tiarna,vinkent,2900,d,NA
rec-026-org,f,tiarna,vincent,2900,d,8
rec-027-dup-0,f,bridget,reicl,2603,g,3
rec-027-org,f,bridget,reid,2603,f,3
rec-028-dup-0,m,rilev,morato,2913,s,3
rec-028-org,m,riley,morato,2913,s,4
rec-029-dup-0,m,brandon,webb,2903,NA,NA
rec-029-org,m,brandon,webb,2903,f,3
rec-030-dup-0,f,abby,mccartgy,2606,k,4
rec-030-org,f,abby,mccarthy,2606,j,4
rec-031-dup-0,m,braedon,jald,2602,d,3
rec-031-org,m,braedon,salt,2602,d,2
rec-032-dup-0,m,harry,bafusavskas,2904,g,7
rec-032-org,m,harry,bagusauskas,2904,h,7
rec-033-dup-0,m,michsel,staunton-smith,2913,s,NA
rec-033-org,m,michael,staunton-smith,2913,s,3
rec-034-dup-0,f,alexandra,doprigna,2905,NA,6
rec-034-org,f,alexandra,dobrigna,2905,a,6
