rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,hattie,miahrisom,2617,NA,7
rec-000-org,f,hattie,morrison,2617,f,4
rec-001-dup-0,f,teahs,medved,2902,j,NA
rec-001-org,f,teaha,medved,2902,g,1
rec-002-dup-0,f,zacqueline,rsdic,2611,h,NA
rec-002-org,f,jacqueline,radic,2611,h,1
rec-003-dup-0,f,laureri,bootriyd,2614,NA,7
rec-003-org,f,lauren,boothroyd,2614,f,7
rec-004-dup-0,m,oscarr,herbert,2615,NA,NA
rec-004-org,m,oscar,herbert,2615,h,1
rec-005-dup-0,f,holley,cruickshanks,2902,NA,NA
rec-005-org,f,holly,cruickshanks,2902,f,5
rec-006-dup-0,m,kyke,strnach,2615,s,6
rec-006-org,m,kyle,stronach,2615,d,6
rec-007-dup-0,f,caidlin,weaket,2902,f,NA
rec-007-org,f,caitlin,weaver,2902,f,6
rec-008-dup-0,f,emlt,nobile,2603,s,6
rec-008-org,f,emiily,noble,2603,a,6
rec-009-dup-0,m,chrisxian,mhcmullen,2902,g,3
rec-009-org,m,christian,mcmullen,2902,h,3
rec-010-dup-0,m,harrison,reed,2607,NA,NA
rec-010-org,m,harrison,rees,2607,d,3
rec-011-dup-0,f,isabella,kopemick,2903,g,NA
rec-011-org,f,isabella,kopernick,2903,h,5
rec-012-dup-0,f,semima,malin,2905,f,NA
rec-012-org,f,jemima,malin,2905,d,2
rec-013-dup-0,f,emms,formichel|a,2611,NA,2
rec-013-org,f,emma,formichella,2611,j,2
rec-014-dup-0,m,mattwgs,littltly,2906,NA,8
rec-014-org,m,matteus,littlely,2906,g,8
rec-015-dup-0,m,mattbea,nevilile,2602,f,2
rec-015-org,m,matthew,neville,2602,f,3
rec-016-dup-0,f,rebekah,wenb,2604,NA,NA
rec-016-org,f,rebekah,webb,2604,d,1
rec-017-dup-0,m,luka,fernandi,2611,d,NA
rec-017-org,m,luka,fernando,2611,f,4
rec-018-dup-0,f,cadhrrime,greem,2615,d,NA
rec-018-org,f,catherine,green,2615,d,8
rec-019-dup-0,f,jacibta,whien,2905,g,5
rec-019-org,f,jacinta,white,2905,h,5
rec-020-dup-0,f,mondanna,gaskin,2615,NA,NA
rec-020-org,f,montanna,gaskin,2615,f,5
rec-021-dup-0,f,teagan,rifas,2607,NA,2
rec-021-org,f,teagan,rivas,2607,d,3
rec-022-dup-0,f,massy,plunden,2603,f,NA
rec-022-org,f,macey,blunden,2603,f,1
rec-023-dup-0,m,jakr,swayme,2602,NA,4
rec-023-org,m,jake,swayne,2602,j,4
rec-024-dup-0,m,jatenes,web1>,2615,s,NA
rec-024-org,m,james,webb,2615,s,4
rec-025-dup-0,f,imogem,nov,2903,d,2
rec-025-org,f,imogen,nou,2903,f,2
rec-026-dup-0,f,holly,baretel,2615,j,2
rec-026-org,f,holly,bartel,2615,h,1
rec-027-dup-0,m,caleb,pinnyck,2914,NA,2
rec-027-org,m,caleb,pinnuck,2914,d,3
rec-028-dup-0,f,laqla,green,2617,h,NA
rec-028-org,f,layla,green,2617,j,4
rec-029-dup-0,m,riley,rrid,2614,g,4
rec-029-org,m,riley,reid,2614,h,5
rec-030-dup-0,m,finlay,hag,2614,NA,3
rec-030-org,m,finlay,hage,2614,g,2
rec-031-dup-0,f,sarlia,asotley,2905,g,5
rec-031-org,f,zarlia,astley,2905,g,6
rec-032-dup-0,m,lawson,grin,2905,NA,NA
rec-032-org,m,lawson,green,2905,a,6
rec-033-dup-0,f,kierra,tollnrr,2607,g,NA
rec-033-org,f,kierra,tollner,2607,h,2
rec-034-dup-0,f,isapella,bis5ett,2905,d,2
rec-034-org,f,isabella,bissett,2905,f,2
rec-035-dup-0,m,lis,clarke,2612,NA,NA
rec-035-org,m,liam,clarke,2612,g,1
rec-036-dup-0,f,rubyv,jokly,2605,g,2
rec-036-org,f,ruby,jolly,2605,f,2
rec-037-dup-0,f,cleelin,riean,2614,NA,8
rec-037-org,f,keelin,ryan,2614,g,8
rec-038-dup-0,f,emiildy,reckmann,2617,NA,NA
rec-038-org,f,emiily,reckmann,2617,s,2
rec-039-dup-0,f,migb,weidenofer,2902,g,NA
rec-039-org,f,mia,weidenhofer,2902,g,5
rec-040-dup-0,f,chlow,eversen,2602,NA,NA
rec-040-org,f,chloe,eversen,2602,j,2
rec-041-dup-0,f,samandha,greenacre,2611,j,NA
rec-041-org,f,samantha,greenacre,2611,h,3
rec-042-dup-0,f,livia,bol1<er,2617,NA,3
rec-042-org,f,olivia,boller,2617,a,3
rec-043-dup-0,f,made1eine,green,2607,NA,NA
rec-043-org,f,madeleine,green,2607,f,5
rec-044-dup-0,m,zozk,tuendemann,2617,NA,NA
rec-044-org,m,joel,tuendemann,2617,k,5
rec-045-dup-0,m,ethsn,coleman,2605,k,NA
rec-045-org,m,ethan,coleman,2605,j,3
rec-046-dup-0,f,ells,mcgregoah,2603,f,NA
rec-046-org,f,ella,mcgregor,2603,f,2
rec-047-dup-0,m,jrdan,villjeras,2913,g,NA
rec-047-org,m,jordan,villiers,2913,g,5
rec-048-dup-0,m,ozcar,lipskomb,2903,NA,3
rec-048-org,m,oscar,lipscomb,2903,h,3
rec-049-dup-0,m,tomiiiy,stanvvick,2904,k,NA
rec-049-org,m,tommy,stanwick,2904,k,1
rec-050-dup-0,m,jyy,clarke,2612,NA,NA
rec-050-org,m,jye,clarke,2612,s,3
rec-051-dup-0,m,dylsn,brajn,2617,NA,5
rec-051-org,m,dylan,brain,2617,h,5
rec-052-dup-0,f,cloagb,pedruc0,2906,NA,5
rec-052-org,f,clodagh,pedruco,2906,d,5
rec-053-dup-0,f,kait1in,bracf,2905,NA,7
rec-053-org,f,kaitlin,brack,2905,f,7
rec-054-dup-0,m,leo,cronshavv,2611,NA,1
