rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,bianca,tixon,2906,f,NA
rec-000-org,f,bianca,dixon,2906,f,8
rec-001-dup-0,m,ashlwy,green,2615,d,4
rec-001-org,m,ashley,green,2615,s,4
rec-002-dup-0,f,matisse,montuory,2614,a,9
rec-002-org,f,matisse,montuori,2614,a,8
rec-003-dup-0,m,broc1<,darlaston,2903,j,5
rec-003-org,m,brock,darlaston,2903,j,6
rec-004-dup-0,f,jeseica,kempe,2913,f,3
rec-004-org,f,jessica,kempe,2913,f,2
rec-005-dup-0,f,sophie,spratt,2902,NA,NA
rec-005-org,f,sophie,spratt,2902,d,2
rec-006-dup-0,m,jonah,kluske,2902,d,NA
rec-006-org,m,jonah,kluske,2902,s,4
rec-007-dup-0,m,joshua,panplin,2615,g,NA
rec-007-org,m,joshua,pamplin,2615,g,2
rec-008-dup-0,f,emma,paterspn,2900,f,1
rec-008-org,f,emma,paterson,2900,f,2
rec-009-dup-0,m,jameis,caire,2906,f,3
rec-009-org,m,james,caire,2906,d,3
rec-010-dup-0,f,isabela,jpears,2902,d,3
rec-010-org,f,isabella,spears,2902,d,3
rec-011-dup-0,f,kira,stubbs,2607,d,3
rec-011-org,f,kiera,stubbs,2607,s,3
rec-012-dup-0,f,amber,lidd,2602,s,6
rec-012-org,f,amber,liddy,2602,a,6
rec-013-dup-0,f,geoegia,mils,2603,g,4
rec-013-org,f,georgia,miles,2603,g,4
rec-014-dup-0,f,jessca,spagnolo,2614,f,4
rec-014-org,f,jessica,spagnolo,2614,g,4
rec-015-dup-0,m,frajncesco,alves,2906,s,2
rec-015-org,m,francesco,alves,2906,d,2
rec-016-dup-0,f,emiily,noble,2602,NA,NA
rec-016-org,f,emiily,noble,2602,a,8
rec-017-dup-0,m,dom,lofeland,2913,f,6
rec-017-org,m,tom,loveland,2913,f,6
rec-018-dup-0,f,bronde,brookee,2614,h,2
rec-018-org,f,bronte,brooker,2614,h,2
rec-019-dup-0,f,meggie,age,2604,h,6
rec-019-org,f,meggie,hage,2604,g,6
rec-020-dup-0,m,jayten,mcgahey,2614,d,2
rec-020-org,m,hayden,mcgahey,2614,d,1
rec-021-dup-0,m,zoel,wardle,2607,s,3
rec-021-org,m,joel,wardle,2607,s,2
rec-022-dup-0,m,jamez,greem,2903,a,8
rec-022-org,m,james,green,2903,a,8
rec-023-dup-0,m,andrew,berry,2615,NA,3
rec-023-org,m,andrew,berry,2615,g,2
rec-024-dup-0,m,jordsn,mason,2612,f,3
rec-024-org,m,jordan,mason,2612,f,1
rec-025-dup-0,m,atam,andresen,2905,NA,1
rec-025-org,m,adam,andresen,2905,g,1
rec-026-dup-0,f,matilda,everett,2611,NA,NA
rec-026-org,f,matilda,everett,2611,d,3
rec-027-dup-0,m,aidyn,blake,2903,NA,NA
rec-027-org,m,aidyn,blake,2903,k,8
rec-028-dup-0,f,alikia,liberts,2615,NA,8
rec-028-org,f,alicia,liberts,2615,d,8
rec-029-dup-0,m,benedict,shepherd,2606,NA,NA
rec-029-org,m,benedict,shepherd,2606,s,5
rec-030-dup-0,f,prudebce,dixon,2906,f,3
rec-030-org,f,prudence,dixon,2906,f,2
rec-031-dup-0,m,danirl,finlay,2617,NA,6
rec-031-org,m,daniel,finlay,2617,d,6
rec-032-dup-0,f,shena,oddy,2615,NA,1
rec-032-org,f,shenae,oddy,2615,g,1
rec-033-dup-0,f,madeline,graingear,2612,NA,7
