rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,m,christian,widdowson,2605,g,NA
rec-000-org,m,christian,widdowson,2605,g,6
rec-001-dup-0,f,charli,mahony,2913,k,NA
rec-001-org,f,charli,mahony,2913,k,2
rec-002-dup-0,m,samvel,dowley,2617,h,7
rec-002-org,m,samuel,dowley,2617,h,7
rec-003-dup-0,f,diamond,slape,2903,d,NA
rec-003-org,f,diamond,slape,2903,d,5
rec-004-dup-0,m,jamxs,white,2615,f,1
rec-004-org,m,james,white,2615,f,1
rec-005-dup-0,f,tara,morrisom,2906,f,2
rec-005-org,f,tara,morrison,2906,f,2
rec-006-dup-0,f,caitlin,nguyen,2614,h,3
rec-006-org,f,caitlin,nguyen,2614,g,3
rec-007-dup-0,m,seth,wilckey,2913,k,1
rec-007-org,m,seth,wilkey,2913,k,1
rec-008-dup-0,f,jessica,siemon,2612,f,NA
rec-008-org,f,jessica,siemon,2612,f,5
rec-009-dup-0,m,jai,mewport,2611,f,8
rec-009-org,m,jai,newport,2611,f,8
rec-010-dup-0,f,heather,pascoe,2611,s,NA
rec-010-org,f,heather,pascoe,2611,s,7
rec-011-dup-0,m,oakleigh,stolze,2615,d,NA
rec-011-org,m,oakleigh,stolze,2615,d,2
rec-012-dup-0,f,brigette,edmundston,2905,f,6
rec-012-org,f,brigette,edmundson,2905,f,6
rec-013-dup-0,m,liam,stephenson,2617,g,6
rec-013-org,m,liam,stephenson,2617,g,5
rec-014-dup-0,f,charlotte,bachli,2614,f,NA
rec-014-org,f,charlotte,bachli,2614,f,4
rec-015-dup-0,m,trevor,rake,2614,NA,3
rec-015-org,m,trevor,rake,2614,f,3
rec-016-dup-0,m,sachin,cenin,2604,h,NA
rec-016-org,m,sachin,cenin,2604,h,7
rec-017-dup-0,f,gabnella,goldsworthy,2615,g,2
rec-017-org,f,gabriella,goldsworthy,2615,g,2
rec-018-dup-0,m,mitchell,grindley,2600,s,8
rec-018-org,m,mitchell,grindley,2600,d,8
rec-019-dup-0,m,jackson,banham,2614,d,NA
rec-019-org,m,jackson,banham,2614,d,8
rec-020-dup-0,f,madison,david,2602,f,2
rec-020-org,f,madison,david,2602,f,3
rec-021-dup-0,m,william,lovk,2614,d,5
rec-021-org,m,william,lock,2614,d,5
rec-022-dup-0,f,erin,dixon,2904,NA,8
rec-022-org,f,erin,dixon,2904,f,8
rec-023-dup-0,m,phillip,povnder,2600,a,1
rec-023-org,m,phillip,pounder,2600,a,1
rec-024-dup-0,f,sophi,kyriacou,2611,s,8
rec-024-org,f,sophie,kyriacou,2611,s,8
rec-025-dup-0,f,ruby,everett,2607,NA,5
rec-025-org,f,ruby,everett,2607,g,5
rec-026-dup-0,f,andie,laing,2615,d,7
rec-026-org,f,andie,laing,2615,d,6
rec-027-dup-0,f,epony,kingsley,2602,f,3
rec-027-org,f,ebony,kingsley,2602,f,3
rec-028-dup-0,m,braeedon,white,2611,f,8
