rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,m,maconal,sheetiff,2905,NA,3
rec-000-org,m,maconal,sherriff,2905,h,3
rec-001-dup-0,m,jackon,denhertoog,2602,j,6
rec-001-org,m,jackson,denhertog,2602,j,6
rec-002-dup-0,m,kyle,greeru,2615,d,NA
rec-002-org,m,kyle,green,2615,d,4
rec-003-dup-0,m,zcane,wkite,2902,s,2
rec-003-org,m,zane,white,2902,s,2
rec-004-dup-0,f,olifia,white,2611,s,NA
rec-004-org,f,olivia,white,2611,s,6
rec-005-dup-0,m,cooper,suzor,2611,NA,NA
rec-005-org,m,cooper,suzor,2611,d,2
rec-006-dup-0,m,willimam,sheahriv,2617,f,3
rec-006-org,m,william,sherriff,2617,f,3
rec-007-dup-0,m,nicholas,xampbell,2600,f,NA
rec-007-org,m,nicholas,campbell,2600,f,2
rec-008-dup-0,f,madeline,crok,2603,j,2
rec-008-org,f,madeline,crook,2603,h,2
rec-009-dup-0,f,jvlia,hemnings,2902,j,2
rec-009-org,f,julia,hemmings,2902,j,2
rec-010-dup-0,f,alystsa,green,2615,NA,1
rec-010-org,f,alyssa,green,2615,f,1
rec-011-dup-0,m,lvke,collinson,2617,f,3
rec-011-org,m,luke,collinson,2617,g,3
rec-012-dup-0,f,isabella,qiill,2603,j,NA
rec-012-org,f,isabella,quill,2603,j,7
rec-013-dup-0,f,gabrielqle,rol1ins,2606,g,2
rec-013-org,f,gabrielle,rollins,2606,g,2
rec-014-dup-0,m,benjamin,van hood,2903,s,4
rec-014-org,m,benjamin,van hoof,2903,s,3
rec-015-dup-0,m,caleb,matthewd,2617,j,5
rec-015-org,m,caleb,matthews,2617,h,5
rec-016-dup-0,m,joel,masob,2612,f,2
rec-016-org,m,joel,mason,2612,g,2
rec-017-dup-0,m,blake,tellisg,2602,NA,5
rec-017-org,m,blake,tellis,2602,g,5
rec-018-dup-0,f,isabella,grostser,2607,s,NA
rec-018-org,f,isabella,grosser,2607,s,8
rec-019-dup-0,m,blake,eyre,2906,NA,5
rec-019-org,m,blake,eyre,2906,d,4
rec-020-dup-0,m,dylan,baillie,2618,d,NA
rec-020-org,m,dylan,baillie,2618,f,2
rec-021-dup-0,f,paike,stalluon,2902,h,6
rec-021-org,f,paige,stallion,2902,h,6
rec-022-dup-0,f,paris,garsia,2905,NA,2
rec-022-org,f,paris,garcia,2905,h,2
rec-023-dup-0,m,kyle,campbell,2614,NA,5
rec-023-org,m,kyle,campbell,2614,h,6
rec-024-dup-0,f,vanesss,beldink,2611,h,1
rec-024-org,f,vanessa,belding,2611,h,1
rec-025-dup-0,m,coopr,boxhall,2602,s,NA
rec-025-org,m,cooper,boxhall,2602,s,6
rec-026-dup-0,m,kyle,jen1<o,2615,d,5
rec-026-org,m,kyle,jenko,2615,d,6
rec-027-dup-0,m,luke,breuninger,2904,NA,NA
rec-027-org,m,luke,breuninger,2904,d,8
rec-028-dup-0,f,georgia,doolcly,2615,f,NA
rec-028-org,f,georgia,doody,2615,f,6
rec-029-dup-0,m,nathan,potricary,2611,s,NA
rec-029-org,m,nathan,potticary,2611,s,2
rec-030-dup-0,f,alisa,adrsin,2602,NA,8
rec-030-org,f,alisa,adrain,2602,s,8
rec-031-dup-0,f,macev,carofano,2600,f,NA
rec-031-org,f,macey,carofano,2600,f,1
rec-032-dup-0,m,lucp,berry,2913,f,NA
rec-032-org,m,luca,berry,2913,f,8
rec-033-dup-0,f,zali,green,2902,h,3
rec-033-org,f,zali,green,2902,g,2
rec-034-dup-0,m,anthony,maynarcl,2601,f,3
rec-034-org,m,anthony,maynard,2601,f,2
rec-035-dup-0,f,emiily,mccaethy,2913,g,NA
rec-035-org,f,emiily,mccarthy,2913,g,2
rec-036-dup-0,m,cameron,mewntelth,2603,NA,5
rec-036-org,m,cameron,menteith,2603,d,5
rec-037-dup-0,f,lexoe,alderman,2905,NA,5
rec-037-org,f,lexie,alderman,2905,f,5
rec-038-dup-0,m,robert,white,2617,NA,4
rec-038-org,m,robert,white,2617,g,5
rec-039-dup-0,f,phoebe,kreen,2604,d,6
rec-039-org,f,phoebe,green,2604,f,6
rec-040-dup-0,m,pino,thorpe,2602,s,NA
rec-040-org,m,pino,thorpe,2602,d,2
rec-041-dup-0,m,lim,scappatura,2615,f,NA
rec-041-org,m,liam,scappatura,2615,f,3
rec-042-dup-0,f,xelsea,coruso,2611,g,3
rec-042-org,f,chelsea,corujo,2611,g,3
rec-043-dup-0,f,soohi,primavera,2905,NA,1
rec-043-org,f,sophie,primavera,2905,k,1
rec-044-dup-0,m,cameron,robsmon,2615,g,4
rec-044-org,m,cameron,robson,2615,f,4
rec-045-dup-0,m,tobt,meaney,2902,f,6
rec-045-org,m,toby,meaney,2902,d,6
rec-046-dup-0,m,daniel,klarke,2615,NA,2
