rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,tisria,negri,2600,NA,NA
rec-000-org,f,tiana,negri,2600,d,2
rec-001-dup-0,f,timara,lanik,2913,g,6
rec-001-org,f,timara,laning,2913,f,5
rec-002-dup-0,m,blake,moermab,2611,NA,6
rec-002-org,m,blake,moerman,2611,g,5
rec-003-dup-0,m,ashton,campbeal,2617,d,NA
rec-003-org,m,ashton,campbell,2617,s,7
rec-004-dup-0,m,jack5on,lecoro,2614,d,NA
rec-004-org,m,jackson,leon,2614,d,3
rec-005-dup-0,m,jake,yy,2615,NA,NA
rec-005-org,m,jake,yu,2615,a,8
rec-006-dup-0,f,anjri,vincen,2611,g,2
rec-006-org,f,anari,vincent,2611,h,2
rec-007-dup-0,m,dilloj,leisgman,2611,NA,1
rec-007-org,m,dillon,leishman,2611,f,1
rec-008-dup-0,f,ebonue,david,2606,NA,1
rec-008-org,f,ebonie,david,2606,f,2
rec-009-dup-0,f,imojyn,gikl5,2906,NA,7
rec-009-org,f,imogen,gillis,2906,f,7
rec-010-dup-0,f,emiily,killes,2904,j,NA
rec-010-org,f,emiily,gilles,2904,h,3
rec-011-dup-0,f,olivis,loww,2615,h,2
rec-011-org,f,olivia,lowe,2615,g,2
rec-012-dup-0,f,luky,maynard,2602,f,NA
rec-012-org,f,lucy,maynard,2602,g,2
rec-013-dup-0,m,braiden,mahhn,2617,NA,3
rec-013-org,m,braiden,mahon,2617,d,2
rec-014-dup-0,m,connor,simminds,2906,NA,3
rec-014-org,m,connor,simmonds,2906,j,2
rec-015-dup-0,f,elisa,pelperio,2614,a,3
rec-015-org,f,eliza,belperio,2614,s,3
rec-016-dup-0,f,mikavla,staly,2903,NA,5
rec-016-org,f,mikayla,salt,2903,f,5
rec-017-dup-0,f,amafya,rir,2614,NA,8
rec-017-org,f,amaya,reid,2614,f,8
rec-018-dup-0,f,brooe,haeusler,2602,NA,NA
rec-018-org,f,brooke,haeusler,2602,d,1
rec-019-dup-0,m,thomas,krafton,2913,d,3
rec-019-org,m,thomas,grafton,2913,s,2
rec-020-dup-0,m,flynm,gazzola,2913,NA,NA
rec-020-org,m,flynn,gazzola,2913,d,3
rec-021-dup-0,m,marjo,torpe,2617,NA,7
rec-021-org,m,marko,thorpe,2617,g,7
rec-022-dup-0,f,aikaterina,krain,2617,h,3
rec-022-org,f,aikaterina,crain,2617,g,2
rec-023-dup-0,f,kathleem,greerv,2902,g,5
rec-023-org,f,kathleen,green,2902,g,6
rec-024-dup-0,m,bamaby,zecchini,2607,NA,NA
rec-024-org,m,barnaby,zecchini,2607,j,7
rec-025-dup-0,f,elizab,moahcom,2606,g,NA
rec-025-org,f,eliza,morcom,2606,g,2
