rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,alaria,frahn,2617,f,NA
rec-000-org,f,alana,frahn,2617,d,4
rec-001-dup-0,f,elelnan,coulsonk,2614,g,NA
rec-001-org,f,helena,coulson,2614,g,2
rec-002-dup-0,f,eiiia,jolly,2606,NA,NA
rec-002-org,f,emma,jolly,2606,a,6
rec-003-dup-0,m,jacol>,sdeaenes,2614,d,NA
rec-003-org,m,jacob,stearnes,2614,d,3
rec-004-dup-0,m,scott,zteatnes,2607,s,2
rec-004-org,m,scott,stearnes,2607,d,3
rec-005-dup-0,m,huho,cargnidy,2607,f,9
rec-005-org,m,hugo,carmody,2607,f,8
rec-006-dup-0,m,malal<ai,siv'lour,2615,NA,6
rec-006-org,m,malakai,siviour,2615,g,6
rec-007-dup-0,f,jade,paime,2906,NA,NA
rec-007-org,f,jade,paine,2906,g,3
rec-008-dup-0,m,lik,kradokfer,2611,g,4
rec-008-org,m,liam,kradolfer,2611,g,5
rec-009-dup-0,m,trvstan,shottman,2614,f,1
rec-009-org,m,tristan,shortman,2614,d,1
rec-010-dup-0,m,callbm,ma5on,2906,f,7
rec-010-org,m,callum,mason,2906,g,7
rec-011-dup-0,f,sara,lodhe,2913,d,NA
rec-011-org,f,sarah,lodge,2913,d,3
rec-012-dup-0,f,casdandra,wjisson,2913,g,NA
rec-012-org,f,cassandra,whisson,2913,g,5
rec-013-dup-0,f,sylvi,ferando,2906,NA,3
rec-013-org,f,sylvie,fernando,2906,d,3
rec-014-dup-0,m,cooper,goteah,2602,s,NA
rec-014-org,m,cooper,golder,2602,d,6
rec-015-dup-0,f,katr,humphreys,2913,NA,NA
rec-015-org,f,kate,humphreys,2913,j,3
rec-016-dup-0,m,benjain,beattje,2904,d,NA
rec-016-org,m,benjamin,beattie,2904,d,2
rec-017-dup-0,m,benzamin,brozxam,2913,d,NA
rec-017-org,m,benjamin,broxam,2913,d,2
rec-018-dup-0,f,lauren,nalpantid'ls,2904,NA,NA
rec-018-org,f,lauren,nalpantidis,2904,g,2
rec-019-dup-0,f,libhy,l0we,2602,f,4
rec-019-org,f,libby,lowe,2602,f,5
rec-020-dup-0,f,crystal,toda,2902,k,5
rec-020-org,f,crystal,dods,2902,j,4
rec-021-dup-0,f,jesdnca,boa5e,2913,NA,5
rec-021-org,f,jessica,boase,2913,f,5
rec-022-dup-0,f,ellza,petersen,2602,a,7
rec-022-org,f,eliza,petersen,2602,s,6
rec-023-dup-0,m,ckeegan,perroram,2902,NA,8
rec-023-org,m,keegan,perriam,2902,d,8
rec-024-dup-0,f,lily,beryman,2617,g,NA
rec-024-org,f,lily,berryman,2617,f,4
rec-025-dup-0,m,hemty,vitzpatrick,2607,NA,4
rec-025-org,m,henry,fitzpatrick,2607,h,4
rec-026-dup-0,m,samuek,pesyka,2617,f,2
rec-026-org,m,samuel,pestka,2617,g,2
rec-027-dup-0,m,mit5ell,fyj,2611,g,NA
rec-027-org,m,mitchell,fey,2611,g,8
rec-028-dup-0,f,taniella,brown,2615,d,8
rec-028-org,f,daniella,browne,2615,f,8
rec-029-dup-0,f,emiili,guelzow,2611,a,NA
rec-029-org,f,emiily,guelzow,2611,s,4
rec-030-dup-0,f,luvy,canpbejl,2611,s,7
rec-030-org,f,lucy,campbell,2611,d,7
rec-031-dup-0,f,liaz,devonshire,2913,NA,6
rec-031-org,f,lia,devonshire,2913,f,5
rec-032-dup-0,f,emiili,walkley,2611,NA,NA
rec-032-org,f,emiily,walkley,2611,g,7
rec-033-dup-0,m,marcuus,lambden-stewart,2615,NA,5
rec-033-org,m,marcus,lambden-stewart,2615,h,6
rec-034-dup-0,m,nixho|as,nguyien,2903,d,NA
rec-034-org,m,nicholas,nguyen,2903,d,4
rec-035-dup-0,m,jisjua,ziersch,2913,NA,3
rec-035-org,m,joshua,ziersch,2913,d,2
rec-036-dup-0,m,kyke,ryand,2607,g,NA
rec-036-org,m,kyle,ryan,2607,g,3
rec-037-dup-0,f,mickhayla,haar,2903,NA,1
rec-037-org,f,mikhayla,hare,2903,k,1
rec-038-dup-0,f,adele,wheatly,2904,g,NA
rec-038-org,f,adele,wheatley,2904,f,8
rec-039-dup-0,m,zacharyy,bordjux,2603,k,NA
rec-039-org,m,zachary,bordeaux,2603,k,1
rec-040-dup-0,m,tobu,croucb,2605,NA,8
rec-040-org,m,toby,crouch,2605,g,8
rec-041-dup-0,f,carmn,siiiimonds,2615,h,NA
rec-041-org,f,carmen,simmonds,2615,h,2
rec-042-dup-0,m,warnck,miles,2615,h,NA
rec-042-org,m,warrick,miles,2615,g,1
rec-043-dup-0,f,prianna,maywr,2604,s,2
rec-043-org,f,brianna,mayer,2604,s,3
rec-044-dup-0,f,zara,ceosgman,2906,NA,NA
rec-044-org,f,zara,crossman,2906,g,8
rec-045-dup-0,m,braiclen,warclle,2617,d,NA
rec-045-org,m,braiden,wardle,2617,d,8
rec-046-dup-0,m,vlymn,mathevvs,2604,NA,4
rec-046-org,m,flynn,matthews,2604,s,4
rec-047-dup-0,m,rhysd,dion,2605,f,4
rec-047-org,m,rhys,dixon,2605,f,6
rec-048-dup-0,f,macleline,lomoms,2602,NA,3
rec-048-org,f,madeline,lomman,2602,f,3
rec-049-dup-0,f,isabelle,wilkons,2906,s,NA
rec-049-org,f,isabelle,wilkins,2906,d,4
rec-050-dup-0,f,rachev,bento,2617,a,NA
rec-050-org,f,rachel,bento,2617,d,4
rec-051-dup-0,f,erin,blakse,2913,NA,NA
rec-051-org,f,erin,blake,2913,f,8
rec-052-dup-0,f,madisog,miles,2905,g,NA
rec-052-org,f,madison,miles,2905,f,2
rec-053-dup-0,m,soshua,mantorpe,2615,NA,8
rec-053-org,m,joshua,manthorpe,2615,g,8
rec-054-dup-0,m,jamms,calfahan,2902,h,3
rec-054-org,m,james,callahan,2902,g,3
rec-055-dup-0,m,mikbawl,mattbees,2617,h,3
rec-055-org,m,michael,matthews,2617,h,2
rec-056-dup-0,f,ellu,bourchacdt,2904,g,7
rec-056-org,f,elly,bourchardt,2904,g,4
rec-057-dup-0,f,amner,ferra,2906,f,3
rec-057-org,f,amber,ferrar,2906,f,2
rec-058-dup-0,f,samanwtha,meuris,2603,NA,6
rec-058-org,f,samantha,meuris,2603,f,7
rec-059-dup-0,f,aleixa,demt,2903,d,NA
rec-059-org,f,aleisha,dent,2903,d,5
rec-060-dup-0,m,l>enjamin,beartie,2607,j,2
rec-060-org,m,benjamin,beattie,2607,j,1
rec-061-dup-0,f,teegan,gillivs,2602,d,NA
rec-061-org,f,teegan,gillis,2602,f,2
rec-062-dup-0,m,mitchjll,farde1lk,2904,g,1
rec-062-org,m,mitchell,fardell,2904,f,1
rec-063-dup-0,f,isaloella,prudeaux,2614,NA,8
rec-063-org,f,isabella,prideaux,2614,g,8
rec-064-dup-0,f,talioa,richmont,2602,d,NA
rec-064-org,f,talia,richmond,2602,d,2
rec-065-dup-0,f,lil,morrgi5on,2602,s,NA
rec-065-org,f,lily,morrison,2602,s,6
rec-066-dup-0,m,jared,tweeie,2614,h,NA
rec-066-org,m,jared,tweedie,2614,g,1
rec-067-dup-0,f,giaari,brubn,2617,NA,1
rec-067-org,f,giaan,bruhn,2617,f,1
rec-068-dup-0,m,jvyden,schecl<enbach,2904,NA,7
rec-068-org,m,jayden,scheckenbach,2904,g,7
rec-069-dup-0,f,mya,corqin,2614,d,NA
rec-069-org,f,mia,corbin,2614,d,5
rec-070-dup-0,m,lachltan,kostoff,2602,NA,NA
rec-070-org,m,lachlan,kostoff,2602,d,1
rec-071-dup-0,m,lyam,van der hoek,2611,NA,4
rec-071-org,m,liam,van der hoek,2611,s,5
rec-072-dup-0,f,emma,beas,2602,j,6
rec-072-org,f,emma,beams,2602,h,7
rec-073-dup-0,m,jeremz:ah,wallcly,2615,g,NA
rec-073-org,m,jeremiah,walkley,2615,g,5
rec-074-dup-0,f,georhia,greeri,2617,h,5
rec-074-org,f,georgia,green,2617,h,6
rec-075-dup-0,m,adiam,mulqvoinei,2600,NA,5
rec-075-org,m,adam,mulquiney,2600,g,5
rec-076-dup-0,m,flynn,colemari,2905,NA,NA
rec-076-org,m,flynn,coleman,2905,d,3
rec-077-dup-0,m,luke,rankune,2611,h,1
rec-077-org,m,luke,rankine,2611,g,2
rec-078-dup-0,f,nicoley,boyle,2617,d,4
rec-078-org,f,nicole,boyle,2617,f,5
rec-079-dup-0,m,nathcn,fasclna,2617,g,5
rec-079-org,m,nathan,fassina,2617,g,3
rec-080-dup-0,m,joel,nkuyen,2913,NA,1
rec-080-org,m,joel,nguyen,2913,f,2
rec-081-dup-0,m,edhan,wep,2614,f,5
rec-081-org,m,ethan,webb,2614,f,3
rec-082-dup-0,m,blatke,apyed,2902,f,2
rec-082-org,m,blake,apted,2902,d,2
rec-083-dup-0,f,courtney,prieve,2611,NA,5
rec-083-org,f,courtney,priebe,2611,d,2
rec-084-dup-0,f,kemakey,spears,2602,NA,6
rec-084-org,f,gemaley,spears,2602,d,7
rec-085-dup-0,f,naiiik,maunatd,2904,g,NA
rec-085-org,f,naomi,maynard,2904,g,5
rec-086-dup-0,m,joaha,bellxambers,2906,f,5
rec-086-org,m,joshua,bellchambers,2906,g,5
rec-087-dup-0,f,charjotte,horsley,2614,NA,NA
rec-087-org,f,charlotte,horsley,2614,k,8
rec-088-dup-0,m,christiadn,white,2611,f,NA
rec-088-org,m,christian,white,2611,d,4
rec-089-dup-0,f,soph:e,giliaahd,2602,NA,3
rec-089-org,f,sophie,gillard,2602,d,3
rec-090-dup-0,m,matthew,ree5,2600,NA,4
rec-090-org,m,matthew,rees,2600,f,3
rec-091-dup-0,f,bejla,paine,2604,d,2
rec-091-org,f,bella,paine,2604,s,3
rec-092-dup-0,m,charles,hylancl,2617,NA,2
rec-092-org,m,charles,hyland,2617,f,3
rec-093-dup-0,m,conor,moulyon,2906,NA,4
rec-093-org,m,connor,moulton,2906,a,4
rec-094-dup-0,m,clsin,niterka,2606,d,5
rec-094-org,m,clain,nitereka,2606,s,5
rec-095-dup-0,f,madejne,campbe|l,2902,d,NA
rec-095-org,f,madeline,campbell,2902,d,8
rec-096-dup-0,f,imoge,le 9rand,2615,NA,2
rec-096-org,f,imogen,le grand,2615,g,2
rec-097-dup-0,m,lacblan,fok,2614,g,NA
rec-097-org,m,lachlan,fogg,2614,g,1
rec-098-dup-0,f,keoah,paulseln,2607,d,4
rec-098-org,f,keira,paulsen,2607,f,4
rec-099-dup-0,m,shanie,nutter,2905,d,NA
rec-099-org,m,shane,nutter,2905,f,1
rec-100-dup-0,f,briamna,yland,2606,h,5
rec-100-org,f,brianna,hyland,2606,g,5
rec-101-dup-0,m,noak,camp1>ell,2607,d,9
rec-101-org,m,noah,campbell,2607,d,8
rec-102-dup-0,m,ljvi,guehling,2615,s,2
rec-102-org,m,levi,gehling,2615,d,2
rec-103-dup-0,m,rily,armanini,2621,NA,NA
rec-103-org,m,riley,armanini,2621,j,2
rec-104-dup-0,m,zoshua,finjay,2614,g,NA
rec-104-org,m,joshua,finlay,2614,g,2
rec-105-dup-0,f,josejyn,witt,2614,d,2
rec-105-org,f,joselyn,white,2614,d,1
