rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,jenna,wyklie,2902,d,5
rec-000-org,f,jenna,wyllie,2902,d,6
rec-001-dup-0,m,brodee,riean,2902,NA,6
rec-001-org,m,brodee,ryan,2902,a,6
rec-002-dup-0,f,lusy,reichardt,2611,g,NA
rec-002-org,f,lucy,reichardt,2611,g,3
rec-003-dup-0,f,kiaria,huddy,2617,NA,2
rec-003-org,f,kiana,huddy,2617,d,2
rec-004-dup-0,m,kyl,coxon,2605,d,4
rec-004-org,m,kyle,coxon,2605,d,5
rec-005-dup-0,m,daniel,padcoe,2902,s,NA
rec-005-org,m,daniel,pascoe,2902,s,7
rec-006-dup-0,m,perer,pragasam,2603,NA,3
rec-006-org,m,peter,pragasam,2603,s,3
rec-007-dup-0,m,zoel,waller,2902,d,2
rec-007-org,m,joel,waller,2902,d,3
rec-008-dup-0,f,chloe,klemencic,2903,h,NA
rec-008-org,f,chloe,klemencic,2903,g,8
rec-009-dup-0,m,dominic,gatcia-lavarache,2606,NA,1
rec-009-org,m,dominic,garcia-lavarache,2606,g,1
rec-010-dup-0,f,dayna,zonv,2615,a,9
rec-010-org,f,dayna,zong,2615,a,8
rec-011-dup-0,m,jack,braim,2602,NA,7
rec-011-org,m,jack,brain,2602,h,7
rec-012-dup-0,m,wil,cjouch,2611,NA,1
rec-012-org,m,wil,crouch,2611,k,1
rec-013-dup-0,m,william,hrswijl,2902,NA,1
rec-013-org,m,william,horswill,2902,h,1
rec-014-dup-0,m,brode,druit,2611,g,6
rec-014-org,m,brodie,druitt,2611,g,6
rec-015-dup-0,f,caitlin,reece,2606,s,NA
rec-015-org,f,caitlin,reece,2606,a,6
rec-016-dup-0,f,jasmine,valle5i,2606,NA,5
rec-016-org,f,jasmine,vallesi,2606,f,5
rec-017-dup-0,m,luje,ryan,2612,NA,6
rec-017-org,m,luke,ryan,2612,s,6
rec-018-dup-0,m,charles,clarkp,2603,NA,3
rec-018-org,m,charles,clarke,2603,a,3
rec-019-dup-0,m,jairus,loyelock,2914,g,NA
rec-019-org,m,jairus,lovelock,2914,g,5
rec-020-dup-0,m,jshua,robson,2903,g,5
rec-020-org,m,joshua,robson,2903,f,5
rec-021-dup-0,f,alicia,wilzon-wheeler,2615,f,NA
rec-021-org,f,alicia,wilson-wheeler,2615,f,1
rec-022-dup-0,f,ekla,padman,2615,f,1
rec-022-org,f,ella,badman,2615,f,1
rec-023-dup-0,f,emiili,riddell,2905,NA,2
rec-023-org,f,emiily,riddell,2905,h,2
rec-024-dup-0,f,charlize,river5,2612,s,7
rec-024-org,f,charlize,rivers,2612,s,6
rec-025-dup-0,f,lora,rabe,2603,f,3
rec-025-org,f,laura,rabe,2603,g,3
rec-026-dup-0,f,isabella,khalxd,2913,f,1
rec-026-org,f,isabella,khalid,2913,g,1
rec-027-dup-0,m,tyleah,shepherd,2913,NA,1
rec-027-org,m,tyler,shepherd,2913,s,1
rec-028-dup-0,f,t:a,coulson,2602,s,8
rec-028-org,f,tia,coulson,2602,d,8
rec-029-dup-0,m,daniel,witeley,2602,g,5
rec-029-org,m,daniel,whiteley,2602,h,5
rec-030-dup-0,m,jarrod,clarke,2905,NA,4
rec-030-org,m,jarrod,clarke,2905,s,3
rec-031-dup-0,f,aleisha,mckimm,2615,k,2
rec-031-org,f,aleisha,mckimm,2615,j,3
rec-032-dup-0,f,michelle,culpg,2615,NA,3
rec-032-org,f,michelle,culph,2615,g,3
rec-033-dup-0,f,madeleine,prin9l,2900,h,NA
rec-033-org,f,madeleine,pringle,2900,h,6
