rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,m,evan,bof,2615,h,5
rec-000-org,m,evan,bof,2615,g,5
rec-001-dup-0,f,zemima,morrison,2604,d,3
rec-001-org,f,jemima,morrison,2604,d,3
rec-002-dup-0,f,alana,brasdandy,2904,d,8
rec-002-org,f,alana,brasdandi,2904,d,8
rec-003-dup-0,f,ema,campbell,2905,j,1
rec-003-org,f,emma,campbell,2905,j,1
rec-004-dup-0,m,kaney,dolan,2615,d,5
rec-004-org,m,kane,dolan,2615,d,5
rec-005-dup-0,f,hayley,petersem,2902,g,6
rec-005-org,f,hayley,petersen,2902,g,6
rec-006-dup-0,f,breeanne,bishop,2905,NA,6
rec-006-org,f,breeanne,bishop,2905,f,6
rec-007-dup-0,f,kira,spanton,2617,f,4
rec-007-org,f,kira,spanton,2617,f,3
rec-008-dup-0,m,bradley,abeysutiya,2607,a,8
rec-008-org,m,bradley,abeysuriya,2607,a,8
rec-009-dup-0,m,finnbar,nguyen,2600,d,NA
rec-009-org,m,finnbar,nguyen,2600,d,2
rec-010-dup-0,m,ka,sorsa,2611,d,1
rec-010-org,m,ka,sorsa,2611,d,2
rec-011-dup-0,m,sam,benjanin,2604,h,1
rec-011-org,m,sam,benjamin,2604,h,1
rec-012-dup-0,m,jack,sapa,2906,s,NA
rec-012-org,m,jack,sapa,2906,s,6
rec-013-dup-0,f,mikhayla,green,2902,f,NA
rec-013-org,f,mikhayla,green,2902,f,4
rec-014-dup-0,f,gemajey,clarke,2603,f,5
rec-014-org,f,gemaley,clarke,2603,f,5
rec-015-dup-0,f,tara,mason,2615,h,NA
rec-015-org,f,tara,mason,2615,h,2
rec-016-dup-0,f,juljana,bishop,2605,h,2
rec-016-org,f,juliana,bishop,2605,h,2
rec-017-dup-0,f,kiara,jolly,2602,g,7
rec-017-org,f,kiara,jolly,2602,g,8
rec-018-dup-0,m,balley,godfrey,2615,g,6
rec-018-org,m,bailey,godfrey,2615,g,6
rec-019-dup-0,f,emiily,beaty,2604,f,NA
rec-019-org,f,emiily,beaty,2604,f,5
rec-020-dup-0,m,nicholas,havriluk,2611,f,1
rec-020-org,m,nicholas,havriluk,2611,f,2
rec-021-dup-0,m,gianni,pascale,2902,f,2
rec-021-org,m,gianni,pascale,2902,f,3
rec-022-dup-0,f,annabelle,maczl<owiack,2607,g,1
rec-022-org,f,annabelle,maczkowiack,2607,g,1
rec-023-dup-0,m,alexandepr,nye,2905,j,2
rec-023-org,m,alexander,nye,2905,j,2
rec-024-dup-0,f,nicola,hyles,2905,NA,5
rec-024-org,f,nicola,hyles,2905,h,5
rec-025-dup-0,f,julia,mortl0ck,2905,d,5
rec-025-org,f,julia,mortlock,2905,d,5
rec-026-dup-0,m,cooper,rankine,2615,d,NA
rec-026-org,m,cooper,rankine,2615,d,2
rec-027-dup-0,m,luke,shepherd,2905,k,NA
rec-027-org,m,luke,shepherd,2905,k,2
rec-028-dup-0,f,hannah,lens,2614,s,6
rec-028-org,f,hannah,lena,2614,s,6
rec-029-dup-0,f,georgia,ryari,2602,f,3
rec-029-org,f,georgia,ryan,2602,f,3
rec-030-dup-0,f,emiily,zimmermann,2611,k,NA
rec-030-org,f,emiily,zimmermann,2611,k,8
rec-031-dup-0,m,riley,matthevvs,2615,h,2
rec-031-org,m,riley,matthews,2615,h,2
rec-032-dup-0,f,lucy,morrison,2614,g,NA
rec-032-org,f,lucy,morrison,2614,g,3
rec-033-dup-0,m,archie,van baben,2902,a,6
rec-033-org,m,archie,van balen,2902,a,6
rec-034-dup-0,m,jack,morrison,2617,f,7
rec-034-org,m,jack,morrison,2617,g,7
rec-035-dup-0,f,chloe,hupponen,2617,a,6
rec-035-org,f,chloe,huupponen,2617,a,6
rec-036-dup-0,m,hayden,noble,2615,NA,3
rec-036-org,m,hayden,noble,2615,j,3
rec-037-dup-0,m,michael,coleman,2602,d,3
rec-037-org,m,michael,coleman,2602,d,2
rec-038-dup-0,f,gabrielle,goldsworthy,2615,g,NA
rec-038-org,f,gabrielle,goldsworthy,2615,g,2
rec-039-dup-0,f,lauren,aesche,2615,d,9
rec-039-org,f,lauren,aesche,2615,d,8
rec-040-dup-0,f,amber,greem,2605,s,2
rec-040-org,f,amber,green,2605,s,2
rec-041-dup-0,m,lachlan,zmallacombe,2905,g,5
rec-041-org,m,lachlan,smallacombe,2905,g,5
rec-042-dup-0,m,elki,whire,2902,f,6
rec-042-org,m,elki,white,2902,f,6
