rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,emiilv,camolzato,2612,d,3
rec-000-org,f,emiily,camozzato,2612,d,2
rec-001-dup-0,m,callumq,rodnsn,2615,f,NA
rec-001-org,m,callum,rotman,2615,f,1
rec-002-dup-0,f,saiiiantha,coulson,2600,NA,1
rec-002-org,f,samantha,coulson,2600,g,2
rec-003-dup-0,f,hllt,camphell,2614,d,4
rec-003-org,f,holly,campbell,2614,s,4
rec-004-dup-0,m,joshua,karraill,2603,g,9
rec-004-org,m,joshua,carraill,2603,f,8
rec-005-dup-0,f,lar'l5sa,menzies,2905,j,2
rec-005-org,f,larissa,menzies,2905,k,1
rec-006-dup-0,m,bailey,pairiter,2906,NA,1
rec-006-org,m,bailley,painter,2906,d,1
rec-007-dup-0,f,imogem,campbell,2902,g,NA
rec-007-org,f,imogen,campbell,2902,d,4
rec-008-dup-0,m,calceb,humphrevs,2602,d,2
rec-008-org,m,caleb,humphreys,2602,s,2
rec-009-dup-0,f,kira,yet,2615,NA,2
rec-009-org,f,kiera,yee,2615,d,2
rec-010-dup-0,m,ja5pwr,morrison,2614,f,3
rec-010-org,m,jasper,morrison,2614,g,2
rec-011-dup-0,m,jack,campvel,2617,NA,2
rec-011-org,m,jack,campbell,2617,d,1
rec-012-dup-0,f,jes5ica,kamlin,2902,g,NA
rec-012-org,f,jessica,gamlin,2902,g,4
rec-013-dup-0,m,jac1<,penmo,2611,d,2
rec-013-org,m,jack,penno,2611,f,2
rec-014-dup-0,f,hlly,mkcracken,2902,a,5
rec-014-org,f,holly,mccracken,2902,a,4
rec-015-dup-0,m,calnb,pabux,2615,h,3
rec-015-org,m,caleb,babic,2615,g,3
rec-016-dup-0,m,kaleb,paleth0rpe,2913,NA,7
rec-016-org,m,kaleb,palethorpe,2913,f,8
rec-017-dup-0,m,adhton,crmapp,2602,j,NA
rec-017-org,m,ashton,crapp,2602,j,7
rec-018-dup-0,m,harbison,madigan,2913,NA,1
rec-018-org,m,harrison,madigan,2913,g,2
rec-019-dup-0,f,erin,koode,2615,h,7
rec-019-org,f,erin,goode,2615,g,8
rec-020-dup-0,m,jacj,nguyen,2611,d,NA
rec-020-org,m,jack,nguyen,2611,f,1
rec-021-dup-0,m,lebi,caddick,2906,h,NA
rec-021-org,m,levi,caddick,2906,j,2
rec-022-dup-0,f,tsulah,jesser,2902,h,NA
rec-022-org,f,taylah,jesser,2902,g,2
rec-023-dup-0,f,jacquelinr,allcroft,2605,NA,NA
rec-023-org,f,jacqueline,allcroft,2605,h,5
rec-024-dup-0,m,jac,mcclellan,2615,g,NA
rec-024-org,m,zac,mcclelland,2615,g,7
rec-025-dup-0,m,robert,tramagxino,2612,f,6
rec-025-org,m,robert,tramaglino,2612,d,5
rec-026-dup-0,f,elans,sommariya,2603,f,7
rec-026-org,f,elana,sommariva,2603,f,6
rec-027-dup-0,m,jacks0n,james-palmer,2602,f,1
rec-027-org,m,jackson,james-palmer,2602,d,2
rec-028-dup-0,f,michaeva,drrcow,2607,NA,2
rec-028-org,f,michaela,dreckow,2607,g,2
rec-029-dup-0,f,alespandra,mujolinp,2617,NA,6
rec-029-org,f,alessandra,musolino,2617,s,6
rec-030-dup-0,m,hartisin,kreen,2615,NA,2
rec-030-org,m,harrison,green,2615,d,2
rec-031-dup-0,f,cailtlin,springthorpe,2913,NA,NA
rec-031-org,f,caitlin,springthorpe,2913,d,3
rec-032-dup-0,m,lewis,frdw,2617,NA,NA
rec-032-org,m,lewis,frew,2617,g,4
rec-033-dup-0,m,mabx,j0jly,2615,d,3
rec-033-org,m,max,jolly,2615,f,3
rec-034-dup-0,m,mixael,wiye,2902,s,NA
rec-034-org,m,michael,white,2902,s,1
rec-035-dup-0,f,holuly,morr:son,2611,d,2
rec-035-org,f,holly,morrison,2611,d,3
rec-036-dup-0,m,jard,fotzpatrixk,2913,NA,1
rec-036-org,m,jared,fitzpatrick,2913,g,1
rec-037-dup-0,f,mackayla,uro2efic,2913,NA,1
rec-037-org,f,makayla,urosevic,2913,g,1
rec-038-dup-0,f,mays,stanley,2617,h,NA
rec-038-org,f,maya,stanley,2617,g,2
rec-039-dup-0,f,leaje,negrrman,2902,NA,3
rec-039-org,f,lexie,negerman,2902,d,3
rec-040-dup-0,f,emoily,ge0rge,2604,NA,5
rec-040-org,f,emiily,george,2604,g,5
rec-041-dup-0,m,rily,hahemfann,2615,g,1
rec-041-org,m,riley,hagemann,2615,g,2
rec-042-dup-0,m,zayden,whjte,2615,f,NA
rec-042-org,m,jayden,white,2615,f,1
rec-043-dup-0,m,dale,hotloy,2617,NA,5
rec-043-org,m,dale,hodby,2617,g,4
rec-044-dup-0,m,oliver,shephkerd,2607,d,5
rec-044-org,m,oliver,shepherd,2607,f,6
rec-045-dup-0,m,lachlan,burf0rd,2603,NA,1
rec-045-org,m,lachlan,burford,2603,f,2
rec-046-dup-0,f,sophi,jessup,2904,d,NA
rec-046-org,f,sophie,jessup,2904,s,7
rec-047-dup-0,f,carlotte,royleej,2620,k,7
rec-047-org,f,charlotte,royle,2620,k,5
rec-048-dup-0,f,stepanie,egglestone,2612,NA,NA
rec-048-org,f,stephanie,egglestone,2612,g,2
rec-049-dup-0,f,istabela,harrington,2617,NA,NA
rec-049-org,f,isabella,harrington,2617,d,2
rec-050-dup-0,m,mitcheil,tweec1le,2913,f,3
rec-050-org,m,mitchell,tweedle,2913,f,2
rec-051-dup-0,m,henrie,nguyeq,2602,d,NA
rec-051-org,m,henry,nguyen,2602,d,5
rec-052-dup-0,f,samantloa,bl0es,2913,g,NA
rec-052-org,f,samantha,blowes,2913,g,1
rec-053-dup-0,m,thomas,idsijowski,2615,s,7
rec-053-org,m,thomas,idzikowski,2615,a,8
rec-054-dup-0,m,samuel,klarke,2906,NA,NA
rec-054-org,m,samuel,clarke,2906,f,5
rec-055-dup-0,m,kaleb,cole90n,2602,h,1
rec-055-org,m,kaleb,coleman,2602,g,2
rec-056-dup-0,m,bertie,peckevtt,2617,NA,NA
rec-056-org,m,bertie,peckett,2617,f,5
rec-057-dup-0,m,ne,sdanvild,2614,NA,3
rec-057-org,m,ned,stanfield,2614,s,3
rec-058-dup-0,f,isarel1a,shephrd,2902,NA,2
rec-058-org,f,isabella,shepherd,2902,f,2
rec-059-dup-0,f,danuella,res,2902,NA,5
rec-059-org,f,daniella,rees,2902,g,5
rec-060-dup-0,m,riley,kampbell,2905,NA,3
rec-060-org,m,riley,campbell,2905,d,4
rec-061-dup-0,m,nichola5,gilbert5on,2614,a,4
rec-061-org,m,nicholas,gilbertson,2614,a,5
rec-062-dup-0,m,vinhcent,farsh,2617,s,4
rec-062-org,m,vincent,farah,2617,s,3
rec-063-dup-0,m,jaxob,wynne,2602,f,3
rec-063-org,m,jacob,wynne,2602,g,2
rec-064-dup-0,f,molly,clarje,2607,d,NA
rec-064-org,f,molly,clarke,2607,s,7
rec-065-dup-0,f,sonha,peacgey,2615,s,6
rec-065-org,f,sonja,peachey,2615,a,6
rec-066-dup-0,f,elemi,matthews,2605,NA,NA
rec-066-org,f,eleni,matthews,2605,a,8
rec-067-dup-0,m,jpel,royuans,2904,NA,2
rec-067-org,m,joel,royans,2904,g,2
rec-068-dup-0,m,laxlan,beckenperg,2903,d,NA
rec-068-org,m,lachlan,heckenberg,2903,d,5
rec-069-dup-0,f,hamnah,c|ark,2906,NA,3
rec-069-org,f,hannah,clarke,2906,d,3
rec-070-dup-0,f,danie1ls,laurikainen,2609,NA,NA
rec-070-org,f,daniella,laurikainen,2609,j,5
rec-071-dup-0,m,thomaj,camphell,2614,f,NA
rec-071-org,m,thomas,campbell,2614,f,2
rec-072-dup-0,m,ferguz,timmermans,2602,a,2
rec-072-org,m,fergus,timmermans,2602,s,1
rec-073-dup-0,m,luka,ang,2614,NA,2
rec-073-org,m,lucas,ang,2614,s,3
rec-074-dup-0,m,joseplo,mualem,2606,d,3
rec-074-org,m,joseph,muallem,2606,f,3
rec-075-dup-0,m,rileuy,kreen,2615,a,4
rec-075-org,m,riley,green,2615,s,4
rec-076-dup-0,f,olivia,godfeey,2602,NA,NA
rec-076-org,f,olivia,godfrey,2602,f,6
rec-077-dup-0,f,jatiiir,clsake,2615,f,5
rec-077-org,f,jayme,clarke,2615,d,5
rec-078-dup-0,m,alexander,mkregor,2617,NA,NA
rec-078-org,m,alexander,mcgregor,2617,d,5
rec-079-dup-0,m,co0per,clarke,2614,NA,1
rec-079-org,m,cooper,clarke,2614,k,2
rec-080-dup-0,m,ethan,allegrett0,2905,NA,NA
rec-080-org,m,ethan,allegretto,2905,d,8
rec-081-dup-0,f,alepsba,haggett,2611,NA,NA
rec-081-org,f,aleisha,haggett,2611,f,1
rec-082-dup-0,f,kar,herr0n,2601,NA,3
rec-082-org,f,kaela,heron,2601,f,3
rec-083-dup-0,f,rebekah,hilyin,2611,NA,7
rec-083-org,f,rebekah,hilton,2611,g,8
rec-084-dup-0,f,jessca,georhe,2902,d,6
rec-084-org,f,jessica,george,2902,s,6
rec-085-dup-0,m,evan,whiye,2904,f,NA
rec-085-org,m,evan,white,2904,g,7
rec-086-dup-0,f,tajlos,staude,2913,d,NA
rec-086-org,f,tahlia,staude,2913,f,2
rec-087-dup-0,f,aprik,millar,2905,g,5
rec-087-org,f,april,millar,2905,f,4
rec-088-dup-0,f,moniqpue,whit,2902,k,4
rec-088-org,f,monique,white,2902,k,5
rec-089-dup-0,f,chel5tea,millar,2602,d,NA
rec-089-org,f,chelsea,millar,2602,f,3
rec-090-dup-0,m,ka,lidke,2617,d,NA
rec-090-org,m,ka,lodge,2617,s,3
rec-091-dup-0,f,daniejle,smallacompe,2614,g,NA
rec-091-org,f,danielle,smallacombe,2614,g,2
rec-092-dup-0,m,michael,clarkr,2615,NA,NA
rec-092-org,m,michael,clarke,2615,g,1
rec-093-dup-0,f,dayla,carrpil|,2913,NA,1
rec-093-org,f,taylah,carraill,2913,s,1
rec-094-dup-0,m,hamisk,zaroufis,2614,NA,NA
rec-094-org,m,hamish,zaroufis,2614,s,4
rec-095-dup-0,m,leon,matthevvs,2604,g,NA
rec-095-org,m,leon,matthews,2604,f,5
rec-096-dup-0,m,barry,nelson-field,2603,j,3
rec-096-org,m,harry,nelson-field,2603,k,2
rec-097-dup-0,m,jacl<,beydon,2906,f,NA
rec-097-org,m,jack,brydon,2906,f,4
rec-098-dup-0,f,charlotte,mcvarthy,2913,NA,NA
rec-098-org,f,charlotte,mccarthy,2913,f,1
rec-099-dup-0,f,kautlyn,prie5t,2902,d,5
rec-099-org,f,kaitlyn,priest,2902,d,4
rec-100-dup-0,m,jach,vavic,2614,j,NA
rec-100-org,m,jacob,vavic,2614,k,1
rec-101-dup-0,m,lucas,clar1<e,2906,h,2
rec-101-org,m,lucas,clarke,2906,g,3
rec-102-dup-0,f,karly,fotopoylos,2902,NA,3
rec-102-org,f,carly,fotopoulos,2902,f,3
rec-103-dup-0,m,kol>e,woolev,2905,j,NA
rec-103-org,m,kobe,wooley,2905,j,3
rec-104-dup-0,f,rubi,hancl,2617,s,NA
rec-104-org,f,ruby,hand,2617,s,8
rec-105-dup-0,f,tanyshah,whore,2905,a,NA
rec-105-org,f,tanyshah,white,2905,s,3
rec-106-dup-0,m,nicholas,sivuour,2904,d,1
rec-106-org,m,nicholas,siviour,2904,f,2
rec-107-dup-0,m,hudson,de5esus,2609,s,NA
rec-107-org,m,hudson,dejesus,2609,f,4
rec-108-dup-0,m,blalce,zdebecalc,2617,NA,2
rec-108-org,m,blake,zdebelak,2617,g,2
rec-109-dup-0,f,malenzie,schumabn,2602,d,2
rec-109-org,f,makenzie,schumann,2602,f,2
rec-110-dup-0,f,lauren,kru,2603,NA,6
rec-110-org,f,lauren,crook,2603,f,7
rec-111-dup-0,f,julua,pascoe,2612,f,NA
rec-111-org,f,julia,pascoe,2612,d,5
rec-112-dup-0,f,caitlin,eglinyon,2601,NA,6
rec-112-org,f,caitlin,eglinton,2601,d,5
rec-113-dup-0,m,za,webb,2582,NA,NA
rec-113-org,m,zac,webb,2582,g,5
rec-114-dup-0,m,jac0b,monaco,2905,NA,NA
rec-114-org,m,jacob,monaco,2905,s,3
rec-115-dup-0,m,jame5,dtanfield,2611,a,NA
rec-115-org,m,james,stanfield,2611,a,6
rec-116-dup-0,f,sophie,mackropiulos,2611,h,NA
rec-116-org,f,sophie,makropoulos,2611,j,6
rec-117-dup-0,m,kalep,mas0m,2611,g,7
rec-117-org,m,caleb,mason,2611,g,6
rec-118-dup-0,m,liam,demetri0u,2611,g,2
rec-118-org,m,liam,demetriou,2611,h,3
rec-119-dup-0,m,lukr,beelitx,2615,d,NA
rec-119-org,m,luke,beelitz,2615,d,6
rec-120-dup-0,f,luclv,but,2615,NA,5
rec-120-org,f,lucy,butt,2615,g,5
rec-121-dup-0,f,chelara,finkay,2903,g,2
rec-121-org,f,chelsea,finlay,2903,f,2
rec-122-dup-0,f,jessi,lukomsi,2605,s,2
rec-122-org,f,jessie,lukomski,2605,d,2
rec-123-dup-0,f,bethanie,hodfens,2607,NA,NA
rec-123-org,f,bethanie,hodgens,2607,g,1
rec-124-dup-0,m,thomas,kristen5,2615,g,NA
rec-124-org,m,thomas,kristens,2615,h,3
rec-125-dup-0,m,samuel,georpge,2607,f,1
rec-125-org,m,samuel,george,2607,d,2
rec-126-dup-0,m,ryab,worgsm,2614,NA,1
rec-126-org,m,ryan,worgan,2614,g,1
rec-127-dup-0,m,lihq,wutty,2602,f,NA
rec-127-org,m,liam,witty,2602,f,2
rec-128-dup-0,m,brodue,guarno,2902,f,1
rec-128-org,m,brodie,guarino,2902,f,2
rec-129-dup-0,f,kadelyn,quirizi,2906,g,4
rec-129-org,f,katelyn,quinzi,2906,f,4
rec-130-dup-0,m,finlay,stsnley,2902,NA,NA
rec-130-org,m,finlay,stanley,2902,f,1
rec-131-dup-0,f,eniilu,hebbernan,2606,NA,1
rec-131-org,f,emiily,hebberman,2606,f,1
rec-132-dup-0,m,zoel,apted,2902,f,2
rec-132-org,m,joel,apted,2902,d,1
rec-133-dup-0,f,amel'la,jemher,2905,s,5
rec-133-org,f,amelia,jember,2905,d,5
rec-134-dup-0,f,megsn,white,2615,NA,NA
rec-134-org,f,megan,white,2615,a,6
rec-135-dup-0,m,san,melib,2606,a,7
rec-135-org,m,sam,melin,2606,d,7
rec-136-dup-0,f,sohie,whire,2913,NA,5
rec-136-org,f,sophie,white,2913,g,5
rec-137-dup-0,m,bla,robzon,2614,f,6
rec-137-org,m,blake,robson,2614,g,6
rec-138-dup-0,f,alaa,wa|po1e,2611,h,5
rec-138-org,f,alana,walpole,2611,j,5
rec-139-dup-0,f,haaley,ikonomou,2617,s,NA
rec-139-org,f,hayley,ikonomou,2617,a,2
rec-140-dup-0,f,abbe,ceper,2913,NA,2
rec-140-org,f,abbey,ceper,2913,s,1
rec-141-dup-0,f,bro0ke,grwen,2905,NA,5
rec-141-org,f,brooke,green,2905,f,5
rec-142-dup-0,f,isabelka,moarion,2906,f,NA
rec-142-org,f,isabella,morrison,2906,f,1
rec-143-dup-0,m,jayderi,shephrwrt,2903,d,4
rec-143-org,m,jayden,shepherd,2903,d,5
rec-144-dup-0,m,connonr,bisvoe,2611,NA,3
rec-144-org,m,connor,biscoe,2611,h,3
rec-145-dup-0,f,louistw,neylon,2905,NA,4
rec-145-org,f,louise,neylon,2905,k,5
rec-146-dup-0,m,tanol,betty,2605,s,5
rec-146-org,m,daniel,berry,2605,a,5
rec-147-dup-0,m,jorclan,goetze,2900,NA,NA
rec-147-org,m,jordan,goetze,2900,g,3
rec-148-dup-0,m,lachlari,gilles,2602,k,NA
rec-148-org,m,lachlan,gilles,2602,j,1
rec-149-dup-0,m,jayden,mokrison,2611,NA,NA
rec-149-org,m,jayden,morrison,2611,s,6
rec-150-dup-0,f,lauren,maton,2615,s,NA
rec-150-org,f,lauren,mason,2615,d,3
rec-151-dup-0,f,alice,ckalma,2617,NA,NA
rec-151-org,f,alice,kalma,2617,f,7
rec-152-dup-0,m,seth,matew5,2904,NA,NA
rec-152-org,m,seth,matthews,2904,s,3
rec-153-dup-0,m,marcu,green,2615,d,NA
rec-153-org,m,marcus,green,2615,f,3
rec-154-dup-0,f,clodagh,hannafan,2603,NA,NA
rec-154-org,f,clodagh,hannagan,2603,j,4
rec-155-dup-0,m,flynb,buliock,2615,NA,1
rec-155-org,m,flynn,bullock,2615,f,1
rec-156-dup-0,f,erjn,loe,2902,a,NA
rec-156-org,f,erin,lowe,2902,a,8
rec-157-dup-0,m,mitvhell,waslef,2600,a,2
rec-157-org,m,mitchell,wasley,2600,s,2
rec-158-dup-0,m,wadr,rapi5arda,2617,g,7
rec-158-org,m,wade,rapisarda,2617,g,8
rec-159-dup-0,f,gaprielle,abusjawsh,2905,h,NA
rec-159-org,f,gabrielle,abushawsh,2905,h,8
rec-160-dup-0,f,ckvta,lipsett,2607,NA,3
rec-160-org,f,kyra,lipsett,2607,f,2
rec-161-dup-0,m,williatm,siee,2614,d,NA
rec-161-org,m,william,siew,2614,d,2
rec-162-dup-0,m,samiei,webn,2905,g,NA
rec-162-org,m,samuel,webb,2905,g,4
rec-163-dup-0,m,scokt,mazxone,2615,f,NA
rec-163-org,m,scott,mazzone,2615,f,5
rec-164-dup-0,m,zacharu,coleiiian,2617,h,NA
rec-164-org,m,zachary,coleman,2617,h,4
rec-165-dup-0,m,caklum,aspei,2611,NA,3
rec-165-org,m,callum,aspey,2611,f,3
rec-166-dup-0,m,licas,george,2617,j,NA
rec-166-org,m,lucas,george,2617,k,1
rec-167-dup-0,m,maahco,shepherd,2913,NA,NA
rec-167-org,m,marco,shepherd,2913,j,8
rec-168-dup-0,f,ambwyr,carbone,2604,NA,NA
rec-168-org,f,amber,carbone,2604,s,3
rec-169-dup-0,m,harriso,kampbell,2902,NA,4
rec-169-org,m,harrison,campbell,2902,h,4
rec-170-dup-0,m,tgoby,gil1ard,2607,g,2
rec-170-org,m,toby,gillard,2607,g,1
rec-171-dup-0,m,logan,herbxrt,2913,NA,3
rec-171-org,m,logan,herbert,2913,g,4
rec-172-dup-0,m,blae,ed5on,2615,g,3
rec-172-org,m,blake,edson,2615,f,3
rec-173-dup-0,f,krystib,madigan,2601,NA,8
rec-173-org,f,krystin,madigan,2601,d,7
rec-174-dup-0,m,patrock,madugan,2903,d,1
rec-174-org,m,patrick,madigan,2903,f,1
rec-175-dup-0,m,riley,boy|w,2905,s,NA
rec-175-org,m,riley,boyle,2905,a,6
rec-176-dup-0,f,ells,braxzalotto,2609,g,9
rec-176-org,f,ella,brazzalotto,2609,g,8
rec-177-dup-0,m,noah,excelj,2913,g,NA
rec-177-org,m,noah,excell,2913,f,8
rec-178-dup-0,m,ethan,zolly,2615,NA,3
rec-178-org,m,ethan,jolly,2615,f,4
rec-179-dup-0,f,brooke,diecson,2602,NA,NA
rec-179-org,f,brooke,dixon,2602,d,6
rec-180-dup-0,f,kailey,gillaahd,2602,NA,NA
rec-180-org,f,kailey,gillard,2602,g,3
rec-181-dup-0,f,brile,hewsons,2904,d,NA
rec-181-org,f,briley,hewson,2904,d,1
rec-182-dup-0,m,tyler,hirschfiekf,2600,g,2
rec-182-org,m,tyler,hirschfield,2600,f,1
rec-183-dup-0,m,coopeb,oatd,2603,s,NA
rec-183-org,m,cooper,oats,2603,s,7
rec-184-dup-0,f,ksyla,sttanleu,2614,d,5
