rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,abigail,matthews,2615,f,4
rec-000-org,f,abigail,matthews,2615,d,4
rec-001-dup-0,m,declan,reid,2612,NA,7
rec-001-org,m,declan,reid,2612,f,7
rec-002-dup-0,m,daniel,brovk,2614,f,5
rec-002-org,m,daniel,brock,2614,f,5
rec-003-dup-0,f,rachek,wynne,2604,d,3
rec-003-org,f,rachel,wynne,2604,d,3
rec-004-dup-0,m,liam,easling,2903,f,NA
rec-004-org,m,liam,easling,2903,f,3
rec-005-dup-0,f,delaney,pak,2611,NA,1
rec-005-org,f,delaney,pak,2611,f,1
rec-006-dup-0,f,empa,artis,2913,j,5
rec-006-org,f,emma,artis,2913,j,5
rec-007-dup-0,m,lism,bellamy,2611,a,6
rec-007-org,m,liam,bellamy,2611,a,6
rec-008-dup-0,m,angus,hvelberg,2614,s,2
rec-008-org,m,angus,havelberg,2614,s,2
rec-009-dup-0,f,holly,hassall,2913,s,2
rec-009-org,f,holly,hassall,2913,s,1
rec-010-dup-0,f,erin,rankine,2611,d,7
rec-010-org,f,erin,rankine,2611,d,8
rec-011-dup-0,m,jack,g0ode,2617,f,2
rec-011-org,m,jack,goode,2617,f,2
rec-012-dup-0,m,timothy,ryan,2602,d,NA
rec-012-org,m,timothy,ryan,2602,d,2
rec-013-dup-0,m,patrick,alleahmo,2605,s,6
rec-013-org,m,patrick,allermo,2605,s,6
rec-014-dup-0,f,ruby,spratt,2617,NA,2
rec-014-org,f,ruby,spratt,2617,d,2
rec-015-dup-0,m,andrew,stephendon,2614,a,6
rec-015-org,m,andrew,stephenson,2614,a,6
rec-016-dup-0,m,james,demajson,2905,g,1
rec-016-org,m,james,demasson,2905,g,1
rec-017-dup-0,f,emms,shandley,2903,g,7
rec-017-org,f,emma,shandley,2903,g,7
rec-018-dup-0,f,emerson,villafuerte,2600,g,2
rec-018-org,f,emerson,villafuerte,2600,g,1
rec-019-dup-0,f,annika,dreyer,2605,NA,2
rec-019-org,f,annika,dreyer,2605,f,2
rec-020-dup-0,m,daniel,thoroe,2615,f,2
rec-020-org,m,daniel,thorpe,2615,f,2
rec-021-dup-0,f,catherine,rafanelli,2600,k,6
rec-021-org,f,catherine,rafanelli,2600,k,5
rec-022-dup-0,m,caleb,dix0n,2914,d,3
rec-022-org,m,caleb,dixon,2914,d,3
rec-023-dup-0,f,anneliese,fiebe,2605,f,2
rec-023-org,f,anneliese,fiene,2605,f,2
rec-024-dup-0,m,cale,tiller,2611,f,1
rec-024-org,m,caleb,tiller,2611,f,1
rec-025-dup-0,m,luke,symmons,2602,j,7
rec-025-org,m,luke,symmons,2602,j,6
rec-026-dup-0,m,nicholas,stanley,2905,f,1
rec-026-org,m,nicholas,stanley,2905,f,2
rec-027-dup-0,f,emiiky,clarke,2903,f,3
rec-027-org,f,emiily,clarke,2903,f,3
rec-028-dup-0,f,jasmine,bahnisch,2605,NA,8
rec-028-org,f,jasmine,bahnisch,2605,f,8
rec-029-dup-0,f,kate,rider,2602,f,2
rec-029-org,f,kate,rider,2602,f,1
rec-030-dup-0,m,james,hanna,2618,NA,6
