rec-id,gender,gname,fname,postcode,age,occup
rec-000-dup-0,f,amalia,thope,2615,j,1
rec-000-org,f,amalia,thorpe,2615,j,1
rec-001-dup-0,m,ewan,vick,2611,f,NA
rec-001-org,m,ewan,vick,2611,f,6
rec-002-dup-0,m,kaleb,shepherd,2615,g,NA
rec-002-org,m,kaleb,shepherd,2615,g,1
rec-003-dup-0,f,amy,golder,2617,NA,3
rec-003-org,f,amy,golder,2617,g,3
rec-004-dup-0,f,amata,deceukelaire,2615,f,1
rec-004-org,f,amaya,deceukelaire,2615,f,1
rec-005-dup-0,f,jamillaa,hope,2604,s,5
rec-005-org,f,jamilla,hope,2604,s,5
rec-006-dup-0,f,lily,mason,2607,g,6
rec-006-org,f,lily,mason,2607,g,5
rec-007-dup-0,f,isabella,sherrigf,2611,g,3
rec-007-org,f,isabella,sherriff,2611,g,3
rec-008-dup-0,f,sonja,csppelluti,2902,g,1
rec-008-org,f,sonja,cappelluti,2902,g,1
rec-009-dup-0,f,lauren,morrison,2607,NA,8
rec-009-org,f,lauren,morrison,2607,h,8
rec-010-dup-0,f,matilda,plake,2904,f,2
rec-010-org,f,matilda,blake,2904,f,2
rec-011-dup-0,f,sophue,boyle,2615,g,2
rec-011-org,f,sophie,boyle,2615,g,2
rec-012-dup-0,f,chelsea,bruse,2605,s,3
rec-012-org,f,chelsea,bruse,2605,a,3
rec-013-dup-0,m,talan,clarke,2905,f,3
rec-013-org,m,talan,clarke,2905,f,2
rec-014-dup-0,m,zachariah,greenberg,2617,j,NA
rec-014-org,m,zachariah,greenberg,2617,j,2
rec-015-dup-0,m,zacbary,demetriou,2611,h,2
rec-015-org,m,zachary,demetriou,2611,h,2
rec-016-dup-0,m,sam,paterson,2906,s,1
rec-016-org,m,sam,paterson,2906,s,2
rec-017-dup-0,m,oscar,reid,2615,f,7
rec-017-org,m,oscar,reid,2615,d,7
rec-018-dup-0,m,ryan,rawlinks,2615,g,2
rec-018-org,m,ryan,rawlings,2615,g,2
rec-019-dup-0,f,annabelle,crosthwaaite,2615,k,3
rec-019-org,f,annabelle,crosthwaite,2615,k,3
rec-020-dup-0,m,jake,carnachan,2604,d,NA
rec-020-org,m,jake,carnachan,2604,d,1
rec-021-dup-0,m,cameron,godfeey,2615,f,7
rec-021-org,m,cameron,godfrey,2615,f,7
rec-022-dup-0,m,mitchell,simitsi5,2607,a,6
rec-022-org,m,mitchell,simitsis,2607,a,6
rec-023-dup-0,f,prudence,reuter,2615,NA,1
rec-023-org,f,prudence,reuter,2615,f,1
rec-024-dup-0,m,sam,becirevic,2902,d,4
rec-024-org,m,sam,becirevic,2902,d,5
rec-025-dup-0,m,latham,oglivy,2602,NA,3
rec-025-org,m,latham,oglivy,2602,a,3
rec-026-dup-0,f,chelsea,boyle,2611,d,4
rec-026-org,f,chelsea,boyle,2611,d,5
rec-027-dup-0,f,olifia,webb,2603,d,8
rec-027-org,f,olivia,webb,2603,d,8
rec-028-dup-0,f,kiara,kranz,2615,a,8
rec-028-org,f,kiara,kranz,2615,s,8
rec-029-dup-0,m,zac,skarce,2602,f,5
rec-029-org,m,zac,scarce,2602,f,5
rec-030-dup-0,f,skve,green,2611,s,7
rec-030-org,f,skye,green,2611,s,7
